s} (flopped=false)], isPlo=true]
[Hour=98045, Hand=[PokerHand: handType=QUADS {8s 8c 8d 8h Ad} (flopped=false)], isPlo=true]
[Hour=98046, Hand=[PokerHand: handType=QUADS {4s Ad Ac As Ah}], isPlo=false]
[Hour=98047, Hand=[PokerHand: handType=QUADS {Qh Ah As Ac Ad}], isPlo=false]
[Hour=98048, Hand=[PokerHand: handType=FULL_HOUSE {6h 6d 6s 9h 9c}], isPlo=false]
[Hour=98049, Hand=[PokerHand: handType=QUADS {Ts Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=98050, Hand=[PokerHand: handType=QUADS {Kc Kh Kd Ks As} (flopped=false)], isPlo=true]
[Hour=98051, Hand=[PokerHand: handType=QUADS {Td Th Tc Ts Ad} (flopped=true)], isPlo=true]
[Hour=98052, Hand=[PokerHand: handType=QUADS {8h 8c 8s 8d Qd} (flopped=true)], isPlo=true]
[Hour=98053, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Qc Qh Qd}], isPlo=false]
[Hour=98054, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d As Ac Ah}], isPlo=false]
[Hour=98055, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jd Ah Ac Ad}], isPlo=false]
[Hour=98056, Hand=[PokerHand: handType=QUADS {Jh Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=98057, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Kd} (flopped=false)], isPlo=true]
[Hour=98058, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Ac As Ad}], isPlo=false]
[Hour=98059, Hand=[PokerHand: handType=QUADS {Td Ts Th Tc Jc} (flopped=false)], isPlo=true]
[Hour=98060, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d As Ah Ac}], isPlo=false]
[Hour=98061, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd}], isPlo=false]
[Hour=98062, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h Jc Js Jd}], isPlo=false]
[Hour=98063, Hand=[PokerHand: handType=QUADS {Jc Js Jd Jh Qh} (flopped=false)], isPlo=true]
[Hour=98064, Hand=[PokerHand: handType=QUADS {Tc Qs Qc Qh Qd} (flopped=false)], isPlo=true]
[Hour=98065, Hand=[PokerHand: handType=FULL_HOUSE {6s 6d 9h 9d 9c}], isPlo=false]
[Hour=98066, Hand=[PokerHand: handType=QUADS {3h 3d 3s 3c Ah}], isPlo=false]
[Hour=98067, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Ah Ac Ad}], isPlo=false]
[Hour=98068, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Tc Qd Qc}], isPlo=false]
[Hour=98069, Hand=[PokerHand: handType=FULL_HOUSE {7s 7c Kc Kh Ks}], isPlo=false]
[Hour=98070, Hand=[PokerHand: handType=QUADS {3s 3h 3c 3d Qc}], isPlo=false]
[Hour=98071, Hand=null, isPlo=null]
[Hour=98072, Hand=null, isPlo=null]
[Hour=98073, Hand=[PokerHand: handType=QUADS {Qd Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=98074, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 9c 9s 9d}], isPlo=false]
[Hour=98075, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jh Qs Qh Qd}], isPlo=false]
[Hour=98076, Hand=[PokerHand: handType=FULL_HOUSE {8h 8d 8s 9d 9h}], isPlo=false]
[Hour=98077, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Js Jd Jc}], isPlo=false]
[Hour=98078, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Ah Ac As}], isPlo=false]
[Hour=98079, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Jh} (flopped=false)], isPlo=true]
[Hour=98080, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d 9s Ah Ad}], isPlo=false]
[Hour=98081, Hand=[PokerHand: handType=QUADS {9c 9h 9s 9d Ad} (flopped=false)], isPlo=true]
[Hour=98082, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qh Kd Kc Kh}], isPlo=false]
[Hour=98083, Hand=[PokerHand: handType=QUADS {9s Js Jh Jc Jd}], isPlo=false]
[Hour=98084, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh Kh} (flopped=false)], isPlo=true]
[Hour=98085, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Jd}], isPlo=false]
[Hour=98086, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s As Ah Ac}], isPlo=false]
[Hour=98087, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qh Ac As Ad}], isPlo=false]
[Hour=98088, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac}], isPlo=false]
[Hour=98089, Hand=[PokerHand: handType=QUADS {Jc Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=98090, Hand=null, isPlo=null]
[Hour=98091, Hand=[PokerHand: handType=QUADS {Js Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=98092, Hand=[PokerHand: handType=QUADS {7c Js Jd Jc Jh} (flopped=false)], isPlo=true]
[Hour=98093, Hand=[PokerHand: handType=QUADS {7h Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=98094, Hand=[PokerHand: handType=FULL_HOUSE {6s 6h Kh Ks Kd}], isPlo=false]
[Hour=98095, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h Qh Qd Qc}], isPlo=false]
[Hour=98096, Hand=[PokerHand: handType=QUADS {8s 9s 9h 9d 9c}], isPlo=false]
[Hour=98097, Hand=[PokerHand: handType=QUADS {Qd Kh Kd Kc Ks} (flopped=false)], isPlo=true]
[Hour=98098, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=98099, Hand=[PokerHand: handType=QUADS {Td Th Ts Tc Ad}], isPlo=false]
[Hour=98100, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=98101, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=true)], isPlo=true]
[Hour=98102, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=98103, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd As} (flopped=false)], isPlo=true]
[Hour=98104, Hand=[PokerHand: handType=QUADS {8s Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=98105, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Tc Ah As}], isPlo=false]
[Hour=98106, Hand=[PokerHand: handType=QUADS {7d Tc Th Ts Td} (flopped=false)], isPlo=true]
[Hour=98107, Hand=[PokerHand: handType=QUADS {Ts Td Tc Th Qs} (flopped=false)], isPlo=true]
[Hour=98108, Hand=[PokerHand: handType=QUADS {Th Jd Jh Js Jc} (flopped=false)], isPlo=true]
[Hour=98109, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=98110, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=98111, Hand=[PokerHand: handType=FULL_HOUSE {Js Jh Jc Ac As}], isPlo=false]
[Hour=98112, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js Kd Ks Kc}], isPlo=false]
[Hour=98113, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qd Ad As Ac}], isPlo=false]
[Hour=98114, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s As Ah Ad}], isPlo=false]
[Hour=98115, Hand=[PokerHand: handType=QUADS {Jh Jd Js Jc Kc} (flopped=false)], isPlo=true]
[Hour=98116, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qh Kh Kd Kc}], isPlo=false]
[Hour=98117, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc As} (flopped=false)], isPlo=true]
[Hour=98118, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d 7c 9s 9c}], isPlo=false]
[Hour=98119, Hand=[PokerHand: handType=QUADS {6h 9h 9s 9c 9d} (flopped=false)], isPlo=true]
[Hour=98120, Hand=[PokerHand: handType=QUADS {Qd As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=98121, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=98122, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Ah} (flopped=false)], isPlo=true]
[Hour=98123, Hand=[PokerHand: handType=FULL_HOUSE {4c 4h Ah Ad Ac}], isPlo=false]
[Hour=98124, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Qs Qd Qh}], isPlo=false]
[Hour=98125, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Kd Kh Kc}], isPlo=false]
[Hour=98126, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=98127, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=98128, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c 9s 9d 9h}], isPlo=false]
[Hour=98129, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h As Ad Ac}], isPlo=false]
[Hour=98130, Hand=[PokerHand: handType=QUADS {9s As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=98131, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Ad} (flopped=false)], isPlo=true]
[Hour=98132, Hand=[PokerHand: handType=QUADS {9d Ts Th Tc Td} (flopped=false)], isPlo=true]
[Hour=98133, Hand=null, isPlo=null]
[Hour=98134, Hand=[PokerHand: handType=FULL_HOUSE {7s 7c Td Tc Ts}], isPlo=false]
[Hour=98135, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Kh Kd Kc}], isPlo=false]
[Hour=98136, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s 8c 8s 8d}], isPlo=false]
[Hour=98137, Hand=[PokerHand: handType=QUADS {9c Qs Qd Qh Qc} (flopped=false)], isPlo=true]
[Hour=98138, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Ah Ad Ac}], isPlo=false]
[Hour=98139, Hand=[PokerHand: handType=FULL_HOUSE {Tc Th Qh Qd Qs}], isPlo=false]
[Hour=98140, Hand=[PokerHand: handType=QUADS {8s 9c 9h 9d 9s} (flopped=false)], isPlo=true]
[Hour=98141, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c 5d 9d 9h}], isPlo=false]
[Hour=98142, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Kc Kh Kd}], isPlo=false]
[Hour=98143, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d Ac As Ad}], isPlo=false]
[Hour=98144, Hand=[PokerHand: handType=QUADS {4h 4c 4d 4s Kh}], isPlo=false]
[Hour=98145, Hand=[PokerHand: handType=QUADS {Td Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=98146, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=98147, Hand=[PokerHand: handType=QUADS {Kd Kc Kh Ks As} (flopped=false)], isPlo=true]
[Hour=98148, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h 7d Qs Qc}], isPlo=false]
[Hour=98149, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Kh Kd Ks}], isPlo=false]
[Hour=98150, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c 9h}], isPlo=false]
[Hour=98151, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Th Ks Kc}], isPlo=false]
[Hour=98152, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Ah} (flopped=false)], isPlo=true]
[Hour=98153, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Jc Ah Ac}], isPlo=false]
[Hour=98154, Hand=[PokerHand: handType=QUADS {Jh Jd Js Jc Kd} (flopped=false)], isPlo=true]
[Hour=98155, Hand=[PokerHand: handType=QUADS {Tc Td Ts Th Jh} (flopped=false)], isPlo=true]
[Hour=98156, Hand=[PokerHand: handType=FULL_HOUSE {2d 2s Ks Kd Kc}], isPlo=false]
[Hour=98157, Hand=[PokerHand: handType=QUADS {Tc As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=98158, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s 9h Jd Jc}], isPlo=false]
[Hour=98159, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d As} (flopped=false)], isPlo=true]
[Hour=98160, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 9d 9h 9c}], isPlo=false]
[Hour=98161, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=98162, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d Kh Ks Kc}], isPlo=false]
[Hour=98163, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=98164, Hand=null, isPlo=null]
[Hour=98165, Hand=[PokerHand: handType=QUADS {Js Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=98166, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c 8s Qc Qd}], isPlo=false]
[Hour=98167, Hand=[PokerHand: handType=QUADS {Td Th Tc Ts Qd} (flopped=false)], isPlo=true]
[Hour=98168, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ks} (flopped=false)], isPlo=true]
[Hour=98169, Hand=[PokerHand: handType=QUADS {Jc Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=98170, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s 3h 4d 4c}], isPlo=false]
[Hour=98171, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah}], isPlo=false]
[Hour=98172, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=98173, Hand=[PokerHand: handType=FULL_HOUSE {3c 3d 3s Jd Jh}], isPlo=false]
[Hour=98174, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s Ac Ah Ad}], isPlo=false]
[Hour=98175, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jh Jc Kd Kh}], isPlo=false]
[Hour=98176, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Jc Jd Jh}], isPlo=false]
[Hour=98177, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=98178, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=98179, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Kd} (flopped=false)], isPlo=true]
[Hour=98180, Hand=[PokerHand: handType=QUADS {Th As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=98181, Hand=[PokerHand: handType=QUADS {8s Th Ts Tc Td}], isPlo=false]
[Hour=98182, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 4h 4d 4c}], isPlo=false]
[Hour=98183, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=98184, Hand=[PokerHand: handType=QUADS {8c Td Th Tc Ts} (flopped=false)], isPlo=true]
[Hour=98185, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c 8d 8c 8h}], isPlo=false]
[Hour=98186, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As}], isPlo=false]
[Hour=98187, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s As Ac Ad}], isPlo=false]
[Hour=98188, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=98189, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Js Jc Jd}], isPlo=false]
[Hour=98190, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Qd Qs Qc}], isPlo=false]
[Hour=98191, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c As Ad Ac}], isPlo=false]
[Hour=98192, Hand=[PokerHand: handType=QUADS {Js Jd Jc Jh Kh} (flopped=false)], isPlo=true]
[Hour=98193, Hand=[PokerHand: handType=QUADS {9s 9d 9c 9h Qc} (flopped=false)], isPlo=true]
[Hour=98194, Hand=[PokerHand: handType=QUADS {Ts As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=98195, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=98196, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d 8c 8h 8s}], isPlo=false]
[Hour=98197, Hand=[PokerHand: handType=QUADS {7h As Ac Ah Ad} (flopped=false)], isPlo=true]
[Hour=98198, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s Kc Kh Kd}], isPlo=false]
[Hour=98199, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Ks Kh Kc}], isPlo=false]
[Hour=98200, Hand=[PokerHand: handType=QUADS {Jh Jc Js Jd Kh} (flopped=false)], isPlo=true]
[Hour=98201, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=98202, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=98203, Hand=null, isPlo=null]
[Hour=98204, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Kh} (flopped=false)], isPlo=true]
[Hour=98205, Hand=[PokerHand: handType=QUADS {Ks Kd Kh Kc Ah} (flopped=true)], isPlo=true]
[Hour=98206, Hand=[PokerHand: handType=FULL_HOUSE {2c 2d 5d 5s 5c}], isPlo=false]
[Hour=98207, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s 3h 4s 4d}], isPlo=false]
[Hour=98208, Hand=[PokerHand: handType=QUADS {Ts Qs Qd Qh Qc} (flopped=false)], isPlo=true]
[Hour=98209, Hand=[PokerHand: handType=QUADS {8s 8c 8d 8h Jd} (flopped=false)], isPlo=true]
[Hour=98210, Hand=[PokerHand: handType=QUADS {Js Qd Qh Qc Qs} (flopped=false)], isPlo=true]
[Hour=98211, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s 6d 6s 6c}], isPlo=false]
[Hour=98212, Hand=[PokerHand: handType=QUADS {8s 9d 9c 9s 9h} (flopped=false)], isPlo=true]
[Hour=98213, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h Kc} (flopped=true)], isPlo=true]
[Hour=98214, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d Td Th Tc}], isPlo=false]
[Hour=98215, Hand=[PokerHand: handType=QUADS {7h Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=98216, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Jd Jc Js}], isPlo=false]
[Hour=98217, Hand=[PokerHand: handType=QUADS {Qd Ac As Ad Ah}], isPlo=false]
[Hour=98218, Hand=[PokerHand: handType=QUADS {9c Kc Kd Kh Ks}], isPlo=false]
[Hour=98219, Hand=[PokerHand: handType=QUADS {9c 9d 9h 9s Kd} (flopped=false)], isPlo=true]
[Hour=98220, Hand=[PokerHand: handType=FULL_HOUSE {2c 2d 9d 9c 9h}], isPlo=false]
[Hour=98221, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c Kh Kd Ks}], isPlo=false]
[Hour=98222, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=98223, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc As Ac Ad}], isPlo=false]
[Hour=98224, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Jh Js Jd}], isPlo=false]
[Hour=98225, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Ks Kd Kh}], isPlo=false]
[Hour=98226, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Qs Qc Qh}], isPlo=false]
[Hour=98227, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s As} (flopped=true)], isPlo=true]
[Hour=98228, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c Qc Qh Qs}], isPlo=false]
[Hour=98229, Hand=[PokerHand: handType=QUADS {Th Qc Qs Qh Qd}], isPlo=false]
[Hour=98230, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kc Ac As Ah}], isPlo=false]
[Hour=98231, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c 6h 9d 9h}], isPlo=false]
[Hour=98232, Hand=[PokerHand: handType=QUADS {Qs Kc Kd Ks Kh} (flopped=true)], isPlo=true]
[Hour=98233, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c 8d 8s 8c}], isPlo=false]
[Hour=98234, Hand=[PokerHand: handType=FULL_HOUSE {5s 5h 5c 7c 7h}], isPlo=false]
[Hour=98235, Hand=[PokerHand: handType=QUADS {9s Kh Kc Ks Kd} (flopped=true)], isPlo=true]
[Hour=98236, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s As Ad Ah}], isPlo=false]
[Hour=98237, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=98238, Hand=[PokerHand: handType=QUADS {Qh Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=98239, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s Jh Jc Js}], isPlo=false]
[Hour=98240, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As} (flopped=false)], isPlo=true]
[Hour=98241, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh Kd} (flopped=false)], isPlo=true]
[Hour=98242, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Jh Js Jd}], isPlo=false]
[Hour=98243, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Js Jd Jc}], isPlo=false]
[Hour=98244, Hand=null, isPlo=null]
[Hour=98245, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Tc}], isPlo=false]
[Hour=98246, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c 8h Tc Th}], isPlo=false]
[Hour=98247, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Ad} (flopped=false)], isPlo=true]
[Hour=98248, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Ac}], isPlo=false]
[Hour=98249, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h}], isPlo=false]
[Hour=98250, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 9d 9h 9s}], isPlo=false]
[Hour=98251, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc Jh Kh Kc}], isPlo=false]
[Hour=98252, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h Ks} (flopped=false)], isPlo=true]
[Hour=98253, Hand=[PokerHand: handType=QUADS {5d 5s 5c 5h Td}], isPlo=false]
[Hour=98254, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c Qh}], isPlo=false]
[Hour=98255, Hand=[PokerHand: handType=QUADS {Kc Kh Ks Kd As} (flopped=true)], isPlo=true]
[Hour=98256, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=98257, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js As Ad Ah}], isPlo=false]
[Hour=98258, Hand=[PokerHand: handType=QUADS {9s Ts Tc Td Th} (flopped=false)], isPlo=true]
[Hour=98259, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h Js Jc Jd}], isPlo=false]
[Hour=98260, Hand=[PokerHand: handType=QUADS {Qh Qc Qd Qs Kd}], isPlo=false]
[Hour=98261, Hand=[PokerHand: handType=QUADS {Ts Jd Js Jh Jc} (flopped=false)], isPlo=true]
[Hour=98262, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=98263, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th}], isPlo=false]
[Hour=98264, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Ah Ac As}], isPlo=false]
[Hour=98265, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c 5s Kd Kc}], isPlo=false]
[Hour=98266, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h 3d 8c 8h}], isPlo=false]
[Hour=98267, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Ac} (flopped=true)], isPlo=true]
[Hour=98268, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s 7s 7h 7d}], isPlo=false]
[Hour=98269, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h Ac Ad Ah}], isPlo=false]
[Hour=98270, Hand=[PokerHand: handType=FULL_HOUSE {Qh Qc Ah As Ad}], isPlo=false]
[Hour=98271, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qc Ad Ac Ah}], isPlo=false]
[Hour=98272, Hand=[PokerHand: handType=QUADS {2s 2h 2c 2d Qs}], isPlo=false]
[Hour=98273, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h Qh Qs Qc}], isPlo=false]
[Hour=98274, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c Ad Ac As}], isPlo=false]
[Hour=98275, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=98276, Hand=[PokerHand: handType=QUADS {Ks Ah Ad As Ac}], isPlo=false]
[Hour=98277, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c Qh Qc Qd}], isPlo=false]
[Hour=98278, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=98279, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Ks Kh Kc}], isPlo=false]
[Hour=98280, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d 7c 9c 9s}], isPlo=false]
[Hour=98281, Hand=[PokerHand: handType=QUADS {Kd Kh Kc Ks As} (flopped=false)], isPlo=true]
[Hour=98282, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Jd Jc Jh}], isPlo=false]
[Hour=98283, Hand=[PokerHand: handType=FULL_HOUSE {7c 7h Kd Kh Kc}], isPlo=false]
[Hour=98284, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Qd Qs Qh}], isPlo=false]
[Hour=98285, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh As} (flopped=false)], isPlo=true]
[Hour=98286, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=true)], isPlo=true]
[Hour=98287, Hand=[PokerHand: handType=QUADS {5h 9c 9h 9s 9d} (flopped=false)], isPlo=true]
[Hour=98288, Hand=null, isPlo=null]
[Hour=98289, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Tc Jd Jc}], isPlo=false]
[Hour=98290, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Kd} (flopped=true)], isPlo=true]
[Hour=98291, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d Ah As Ac}], isPlo=false]
[Hour=98292, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c As} (flopped=false)], isPlo=true]
[Hour=98293, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
