C:\Users\Genevieve\.jdks\openjdk-15.0.1\bin\java.exe "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\lib\idea_rt.jar=55373:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Genevieve\Desktop\PokerHighHandSimulator\out\production\PokerHighHandSimulator;C:\Users\Genevieve\Desktop\commons-cli-1.5.0.jar main.Main --simulationDuration 10000 --numHandsPerHour 25 --highHandMinimumQualifier 22233 --highHandDuration 1 --numNlhTables 1 --numPloTables 1 --numPlayersPerTable 8 --ploHighHandMinimumQualifier 5555A --noPloFlopRestriction
================ HighHandSimulator ================
numNlhTables=1
numPloTables=1
numHandsPerHour=25
numPlayersPerTable=8
simulationDuration=PT10000H
highHand=[HighHand: nlhMinimumQualifyingHand=[PokerHand: handType=FULL_HOUSE {2 2 2 3 3}], ploMinimumQualifyingHand=[PokerHand: handType=QUADS {5 5 5 5 A}], highHandPeriod=PT1H]
[Hour=7178, Hand=[PokerHand: handType=QUADS {6d 8h 8d 8s 8c} (flopped=false)], isPlo=true]
[Hour=7179, Hand=[PokerHand: handType=QUADS {Js Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=7180, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ad Ac As}], isPlo=false]
[Hour=7181, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Kd} (flopped=false)], isPlo=true]
[Hour=7182, Hand=[PokerHand: handType=QUADS {Kd Kh Kc Ks Ac} (flopped=false)], isPlo=true]
[Hour=7183, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad}], isPlo=false]
[Hour=7184, Hand=[PokerHand: handType=QUADS {6h Kd Kh Ks Kc} (flopped=false)], isPlo=true]
[Hour=7185, Hand=[PokerHand: handType=FULL_HOUSE {3c 3d 3s 7d 7h}], isPlo=false]
[Hour=7186, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Kd} (flopped=false)], isPlo=true]
[Hour=7187, Hand=[PokerHand: handType=QUADS {6c 6h 6d 6s Td}], isPlo=false]
[Hour=7188, Hand=[PokerHand: handType=QUADS {6s 6h 6d 6c 8h} (flopped=false)], isPlo=true]
[Hour=7189, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=7190, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=7191, Hand=[PokerHand: handType=QUADS {Ts Th Tc Td Jh}], isPlo=false]
[Hour=7192, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h 9h 9d 9c}], isPlo=false]
[Hour=7193, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=7194, Hand=[PokerHand: handType=QUADS {8c 8s 8d 8h Ts} (flopped=true)], isPlo=true]
[Hour=7195, Hand=[PokerHand: handType=QUADS {Js Qh Qs Qd Qc} (flopped=false)], isPlo=true]
[Hour=7196, Hand=[PokerHand: handType=QUADS {8s Qc Qs Qd Qh}], isPlo=false]
[Hour=7197, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Qc} (flopped=false)], isPlo=true]
[Hour=7198, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Kc} (flopped=false)], isPlo=true]
[Hour=7199, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Jh As Ad}], isPlo=false]
[Hour=7200, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd As Ah Ac}], isPlo=false]
[Hour=7201, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=7202, Hand=[PokerHand: handType=QUADS {2s 2d 2c 2h 5d}], isPlo=false]
[Hour=7203, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Js Jh Jd}], isPlo=false]
[Hour=7204, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad}], isPlo=false]
[Hour=7205, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=7206, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Ac} (flopped=false)], isPlo=true]
[Hour=7207, Hand=[PokerHand: handType=QUADS {5d 5h 5s 5c 8c}], isPlo=false]
[Hour=7208, Hand=[PokerHand: handType=QUADS {Qh Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=7209, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c Ks} (flopped=false)], isPlo=true]
[Hour=7210, Hand=[PokerHand: handType=QUADS {6h 6c 6s 6d Kd} (flopped=false)], isPlo=true]
[Hour=7211, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=7212, Hand=null, isPlo=null]
[Hour=7213, Hand=[PokerHand: handType=QUADS {Qh Qc Qs Qd Ad} (flopped=false)], isPlo=true]
[Hour=7214, Hand=[PokerHand: handType=FULL_HOUSE {7h 7d Kc Ks Kh}], isPlo=false]
[Hour=7215, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d 7s 7c 7h}], isPlo=false]
[Hour=7216, Hand=[PokerHand: handType=QUADS {Js Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=7217, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Qd} (flopped=false)], isPlo=true]
[Hour=7218, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=7219, Hand=[PokerHand: handType=QUADS {6d 6h 6s 6c Qh} (flopped=false)], isPlo=true]
[Hour=7220, Hand=null, isPlo=null]
[Hour=7221, Hand=[PokerHand: handType=QUADS {2c Qd Qh Qc Qs}], isPlo=false]
[Hour=7222, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=7223, Hand=[PokerHand: handType=QUADS {7h 7d 7c 7s Ts} (flopped=false)], isPlo=true]
[Hour=7224, Hand=[PokerHand: handType=QUADS {Jc Qd Qc Qh Qs} (flopped=false)], isPlo=true]
[Hour=7225, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Qh}], isPlo=false]
[Hour=7226, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=7227, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Kh Kc Kd}], isPlo=false]
[Hour=7228, Hand=[PokerHand: handType=QUADS {5c Qd Qh Qc Qs} (flopped=false)], isPlo=true]
[Hour=7229, Hand=[PokerHand: handType=QUADS {9h Kh Kd Ks Kc} (flopped=false)], isPlo=true]
[Hour=7230, Hand=[PokerHand: handType=QUADS {Qc Qs Qd Qh Ah} (flopped=true)], isPlo=true]
[Hour=7231, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=7232, Hand=[PokerHand: handType=QUADS {Jh Qs Qc Qh Qd}], isPlo=false]
[Hour=7233, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Ac} (flopped=false)], isPlo=true]
[Hour=7234, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Td As Ac}], isPlo=false]
[Hour=7235, Hand=[PokerHand: handType=QUADS {9s 9c 9h 9d Qc}], isPlo=false]
[Hour=7236, Hand=[PokerHand: handType=QUADS {2d 4d 4c 4s 4h}], isPlo=false]
[Hour=7237, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d 9s Js Jc}], isPlo=false]
[Hour=7238, Hand=[PokerHand: handType=QUADS {Jc Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=7239, Hand=[PokerHand: handType=QUADS {Th Td Tc Ts Ks} (flopped=false)], isPlo=true]
[Hour=7240, Hand=[PokerHand: handType=QUADS {Ts Tc Th Td Ks} (flopped=false)], isPlo=true]
[Hour=7241, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Ah Ac As}], isPlo=false]
[Hour=7242, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=7243, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s 9h 9c 9d}], isPlo=false]
[Hour=7244, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h}], isPlo=false]
[Hour=7245, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Js Jh Jd}], isPlo=false]
[Hour=7246, Hand=[PokerHand: handType=FULL_HOUSE {7h 7d Ad As Ac}], isPlo=false]
[Hour=7247, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts}], isPlo=false]
[Hour=7248, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=7249, Hand=[PokerHand: handType=QUADS {Ks Ah As Ac Ad}], isPlo=false]
[Hour=7250, Hand=[PokerHand: handType=QUADS {9s 9c 9d 9h Ks} (flopped=false)], isPlo=true]
[Hour=7251, Hand=[PokerHand: handType=QUADS {8d Qs Qh Qd Qc}], isPlo=false]
[Hour=7252, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h Ac As Ah}], isPlo=false]
[Hour=7253, Hand=[PokerHand: handType=QUADS {4h 4s 4c 4d 5d}], isPlo=false]
[Hour=7254, Hand=null, isPlo=null]
[Hour=7255, Hand=[PokerHand: handType=QUADS {8d Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=7256, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=7257, Hand=[PokerHand: handType=QUADS {Qs Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=7258, Hand=[PokerHand: handType=QUADS {Kd As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=7259, Hand=[PokerHand: handType=QUADS {8h Kd Ks Kc Kh} (flopped=false)], isPlo=true]
[Hour=7260, Hand=[PokerHand: handType=QUADS {8h Ac As Ah Ad}], isPlo=false]
[Hour=7261, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d 9c Qh Qc}], isPlo=false]
[Hour=7262, Hand=[PokerHand: handType=QUADS {8s Th Td Ts Tc} (flopped=false)], isPlo=true]
[Hour=7263, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=7264, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s Qd} (flopped=false)], isPlo=true]
[Hour=7265, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s 9c Ah As}], isPlo=false]
[Hour=7266, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d Qd} (flopped=true)], isPlo=true]
[Hour=7267, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=7268, Hand=[PokerHand: handType=QUADS {Tc Qs Qd Qh Qc}], isPlo=false]
[Hour=7269, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Ah Ac Ad}], isPlo=false]
[Hour=7270, Hand=[PokerHand: handType=QUADS {2h As Ac Ah Ad}], isPlo=false]
[Hour=7271, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ks Ad As}], isPlo=false]
[Hour=7272, Hand=[PokerHand: handType=QUADS {7s Qc Qh Qd Qs} (flopped=false)], isPlo=true]
[Hour=7273, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=7274, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=true)], isPlo=true]
[Hour=7275, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c 6c 6h 6d}], isPlo=false]
[Hour=7276, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=7277, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d 5s Qs Qd}], isPlo=false]
[Hour=7278, Hand=[PokerHand: handType=QUADS {5h As Ah Ad Ac}], isPlo=false]
[Hour=7279, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c 5h 7h 7c}], isPlo=false]
[Hour=7280, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=7281, Hand=[PokerHand: handType=QUADS {5h 5c 5s 5d Ts} (flopped=false)], isPlo=true]
[Hour=7282, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h Qd Qh Qc}], isPlo=false]
[Hour=7283, Hand=[PokerHand: handType=QUADS {Jd Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=7284, Hand=[PokerHand: handType=QUADS {8h 8c 8d 8s Js}], isPlo=false]
[Hour=7285, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=7286, Hand=[PokerHand: handType=QUADS {Kh Kd Kc Ks As} (flopped=true)], isPlo=true]
[Hour=7287, Hand=[PokerHand: handType=QUADS {Qc Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=7288, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=7289, Hand=[PokerHand: handType=QUADS {5d Jh Js Jd Jc} (flopped=false)], isPlo=true]
[Hour=7290, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Kh}], isPlo=false]
[Hour=7291, Hand=[PokerHand: handType=QUADS {Qh Qd Qs Qc As} (flopped=false)], isPlo=true]
[Hour=7292, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=7293, Hand=[PokerHand: handType=QUADS {8d 8c 8h 8s Jd} (flopped=false)], isPlo=true]
[Hour=7294, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Ks} (flopped=false)], isPlo=true]
[Hour=7295, Hand=[PokerHand: handType=QUADS {6d Qc Qs Qh Qd} (flopped=false)], isPlo=true]
[Hour=7296, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=7297, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s 8d} (flopped=true)], isPlo=true]
[Hour=7298, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d Kd Ks Kc}], isPlo=false]
[Hour=7299, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h 8s Td Tc}], isPlo=false]
[Hour=7300, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Js Jc Jh}], isPlo=false]
[Hour=7301, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s 9h} (flopped=false)], isPlo=true]
[Hour=7302, Hand=[PokerHand: handType=QUADS {6d 7s 7h 7c 7d}], isPlo=false]
[Hour=7303, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Qs Qh Qc}], isPlo=false]
[Hour=7304, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=7305, Hand=[PokerHand: handType=QUADS {Td Th Ts Tc Jh} (flopped=false)], isPlo=true]
[Hour=7306, Hand=[PokerHand: handType=QUADS {Jd Qs Qh Qd Qc}], isPlo=false]
[Hour=7307, Hand=[PokerHand: handType=QUADS {Qc Qd Qh Qs As} (flopped=false)], isPlo=true]
[Hour=7308, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c 9s 9h 9c}], isPlo=false]
[Hour=7309, Hand=[PokerHand: handType=QUADS {7c 7h 7s 7d Td} (flopped=false)], isPlo=true]
[Hour=7310, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ac}], isPlo=false]
[Hour=7311, Hand=[PokerHand: handType=QUADS {Kd Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=7312, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Ad} (flopped=false)], isPlo=true]
[Hour=7313, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Kh} (flopped=false)], isPlo=true]
[Hour=7314, Hand=[PokerHand: handType=QUADS {6c Qc Qd Qh Qs} (flopped=true)], isPlo=true]
[Hour=7315, Hand=[PokerHand: handType=QUADS {6s 6d 6c 6h 8h} (flopped=false)], isPlo=true]
[Hour=7316, Hand=[PokerHand: handType=QUADS {5h 7c 7s 7h 7d}], isPlo=false]
[Hour=7317, Hand=[PokerHand: handType=QUADS {4d 4h 4c 4s Tc}], isPlo=false]
[Hour=7318, Hand=[PokerHand: handType=QUADS {8d Qc Qh Qd Qs} (flopped=false)], isPlo=true]
[Hour=7319, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h 4d 5d 5s}], isPlo=false]
[Hour=7320, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d Td} (flopped=false)], isPlo=true]
[Hour=7321, Hand=[PokerHand: handType=QUADS {7s 7d 7h 7c Td} (flopped=false)], isPlo=true]
[Hour=7322, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=7323, Hand=[PokerHand: handType=QUADS {9c Qd Qs Qc Qh} (flopped=false)], isPlo=true]
[Hour=7324, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Qs} (flopped=false)], isPlo=true]
[Hour=7325, Hand=[PokerHand: handType=QUADS {Qd Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=7326, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Th Qd Qs}], isPlo=false]
[Hour=7327, Hand=[PokerHand: handType=QUADS {8d Jh Js Jc Jd}], isPlo=false]
[Hour=7328, Hand=[PokerHand: handType=QUADS {3s 9d 9h 9s 9c}], isPlo=false]
[Hour=7329, Hand=[PokerHand: handType=FULL_HOUSE {2h 2d Kd Kc Kh}], isPlo=false]
[Hour=7330, Hand=[PokerHand: handType=QUADS {3h 3c 3s 3d 4h}], isPlo=false]
[Hour=7331, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h 8c Qs Qc}], isPlo=false]
[Hour=7332, Hand=[PokerHand: handType=QUADS {Kh Ah Ad As Ac} (flopped=false)], isPlo=true]
[Hour=7333, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d}], isPlo=false]
[Hour=7334, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d 3s Ks Kh}], isPlo=false]
[Hour=7335, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=true)], isPlo=true]
[Hour=7336, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h Qh Qc Qd}], isPlo=false]
[Hour=7337, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=7338, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Qs}], isPlo=false]
[Hour=7339, Hand=[PokerHand: handType=QUADS {Qd Qh Qs Qc Ad} (flopped=false)], isPlo=true]
[Hour=7340, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td As} (flopped=false)], isPlo=true]
[Hour=7341, Hand=[PokerHand: handType=QUADS {Kc Ks Kh Kd Ah} (flopped=false)], isPlo=true]
[Hour=7342, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=7343, Hand=[PokerHand: handType=QUADS {Jd Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=7344, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5d Th Td}], isPlo=false]
[Hour=7345, Hand=[PokerHand: handType=QUADS {Td Ts Th Tc Ah} (flopped=false)], isPlo=true]
[Hour=7346, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d Td Th Ts}], isPlo=false]
[Hour=7347, Hand=[PokerHand: handType=QUADS {Ts Jd Jc Js Jh} (flopped=false)], isPlo=true]
[Hour=7348, Hand=[PokerHand: handType=QUADS {Td Th Ts Tc Jc} (flopped=false)], isPlo=true]
[Hour=7349, Hand=null, isPlo=null]
[Hour=7350, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=true)], isPlo=true]
[Hour=7351, Hand=[PokerHand: handType=QUADS {9c 9d 9s 9h Jh} (flopped=false)], isPlo=true]
[Hour=7352, Hand=[PokerHand: handType=FULL_HOUSE {6s 6d 6h Ad Ah}], isPlo=false]
[Hour=7353, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd}], isPlo=false]
[Hour=7354, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Qd} (flopped=false)], isPlo=true]
[Hour=7355, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=7356, Hand=[PokerHand: handType=FULL_HOUSE {7c 7s Th Ts Td}], isPlo=false]
[Hour=7357, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Qh}], isPlo=false]
[Hour=7358, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=7359, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs}], isPlo=false]
[Hour=7360, Hand=[PokerHand: handType=QUADS {5c 8s 8d 8h 8c}], isPlo=false]
[Hour=7361, Hand=[PokerHand: handType=QUADS {9s 9c 9h 9d Jd}], isPlo=false]
[Hour=7362, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=7363, Hand=[PokerHand: handType=QUADS {8h Th Tc Ts Td} (flopped=false)], isPlo=true]
[Hour=7364, Hand=[PokerHand: handType=QUADS {6c 6d 6h 6s 7s} (flopped=false)], isPlo=true]
[Hour=7365, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d 4c 5c 5h}], isPlo=false]
[Hour=7366, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Qd Qs Qh}], isPlo=false]
[Hour=7367, Hand=null, isPlo=null]
[Hour=7368, Hand=[PokerHand: handType=QUADS {9s 9c 9d 9h Js} (flopped=false)], isPlo=true]
[Hour=7369, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=7370, Hand=[PokerHand: handType=QUADS {Qs Kd Kc Ks Kh} (flopped=true)], isPlo=true]
[Hour=7371, Hand=[PokerHand: handType=FULL_HOUSE {8h 8d Ks Kh Kd}], isPlo=false]
[Hour=7372, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=7373, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=7374, Hand=[PokerHand: handType=QUADS {Th Qc Qh Qd Qs} (flopped=false)], isPlo=true]
[Hour=7375, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Qc} (flopped=true)], isPlo=true]
[Hour=7376, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah}], isPlo=false]
[Hour=7377, Hand=[PokerHand: handType=QUADS {Qs Kh Kc Ks Kd} (flopped=false)], isPlo=true]
[Hour=7378, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Ac} (flopped=false)], isPlo=true]
[Hour=7379, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Qh} (flopped=false)], isPlo=true]
[Hour=7380, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Kd Kh Ks}], isPlo=false]
[Hour=7381, Hand=[PokerHand: handType=QUADS {Th Qc Qd Qh Qs}], isPlo=false]
[Hour=7382, Hand=[PokerHand: handType=FULL_HOUSE {2d 2c Ks Kc Kh}], isPlo=false]
[Hour=7383, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d Tc} (flopped=false)], isPlo=true]
[Hour=7384, Hand=[PokerHand: handType=QUADS {8c 8s 8d 8h Qs}], isPlo=false]
[Hour=7385, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c 8c} (flopped=false)], isPlo=true]
[Hour=7386, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=7387, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h 9d} (flopped=false)], isPlo=true]
[Hour=7388, Hand=[PokerHand: handType=FULL_HOUSE {8c 8d Kh Kd Ks}], isPlo=false]
[Hour=7389, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5d As Ad}], isPlo=false]
[Hour=7390, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=7391, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c 9d 9c 9h}], isPlo=false]
[Hour=7392, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d Jh Jd Js}], isPlo=false]
[Hour=7393, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Js Jh Jc}], isPlo=false]
[Hour=7394, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c Kh Ks Kd}], isPlo=false]
[Hour=7395, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qs Kh Kd Ks}], isPlo=false]
[Hour=7396, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Ks} (flopped=false)], isPlo=true]
[Hour=7397, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=7398, Hand=[PokerHand: handType=QUADS {5h 5s 5d 5c Jc}], isPlo=false]
[Hour=7399, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Kh}], isPlo=false]
[Hour=7400, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c Ah Ad Ac}], isPlo=false]
[Hour=7401, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Qc} (flopped=false)], isPlo=true]
[Hour=7402, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Qd}], isPlo=false]
[Hour=7403, Hand=[PokerHand: handType=QUADS {9s 9d 9c 9h Ts} (flopped=false)], isPlo=true]
[Hour=7404, Hand=[PokerHand: handType=QUADS {9c 9h 9s 9d Ac}], isPlo=false]
[Hour=7405, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Ks}], isPlo=false]
[Hour=7406, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Jd} (flopped=false)], isPlo=true]
[Hour=7407, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Kd} (flopped=true)], isPlo=true]
[Hour=7408, Hand=[PokerHand: handType=QUADS {8h 8d 8s 8c Ac} (flopped=false)], isPlo=true]
[Hour=7409, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Ts} (flopped=false)], isPlo=true]
[Hour=7410, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=7411, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=7412, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Qh} (flopped=true)], isPlo=true]
[Hour=7413, Hand=null, isPlo=null]
[Hour=7414, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
