, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=97810, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Ks} (flopped=false)], isPlo=true]
[Hour=97811, Hand=[PokerHand: handType=QUADS {5s Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=97812, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=97813, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Kh} (flopped=false)], isPlo=true]
[Hour=97814, Hand=[PokerHand: handType=QUADS {5c Th Tc Td Ts}], isPlo=false]
[Hour=97815, Hand=[PokerHand: handType=QUADS {7h 7d 7c 7s Qd}], isPlo=false]
[Hour=97816, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Ad Ac Ah}], isPlo=false]
[Hour=97817, Hand=[PokerHand: handType=QUADS {Qd Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=97818, Hand=[PokerHand: handType=QUADS {Jc Jh Js Jd Qs} (flopped=false)], isPlo=true]
[Hour=97819, Hand=[PokerHand: handType=QUADS {5h 7h 7s 7d 7c}], isPlo=false]
[Hour=97820, Hand=[PokerHand: handType=QUADS {7s Kd Ks Kh Kc}], isPlo=false]
[Hour=97821, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s Kc Kh Kd}], isPlo=false]
[Hour=97822, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h Ks Kc Kh}], isPlo=false]
[Hour=97823, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=97824, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc As} (flopped=false)], isPlo=true]
[Hour=97825, Hand=[PokerHand: handType=QUADS {Ts Tc Th Td Ac} (flopped=false)], isPlo=true]
[Hour=97826, Hand=[PokerHand: handType=QUADS {Ks Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=97827, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=97828, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=true)], isPlo=true]
[Hour=97829, Hand=[PokerHand: handType=QUADS {6h 8d 8s 8c 8h}], isPlo=false]
[Hour=97830, Hand=[PokerHand: handType=QUADS {4s Kc Kd Kh Ks} (flopped=true)], isPlo=true]
[Hour=97831, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=97832, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Qc}], isPlo=false]
[Hour=97833, Hand=[PokerHand: handType=FULL_HOUSE {Kh Ks Ah Ad As}], isPlo=false]
[Hour=97834, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Js Jh Jc}], isPlo=false]
[Hour=97835, Hand=[PokerHand: handType=QUADS {9h Ad As Ah Ac} (flopped=true)], isPlo=true]
[Hour=97836, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=97837, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=97838, Hand=[PokerHand: handType=QUADS {8h 9c 9s 9h 9d} (flopped=false)], isPlo=true]
[Hour=97839, Hand=[PokerHand: handType=QUADS {Td Jd Jh Jc Js}], isPlo=false]
[Hour=97840, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=97841, Hand=[PokerHand: handType=QUADS {7s 7h 7c 7d Qd} (flopped=false)], isPlo=true]
[Hour=97842, Hand=[PokerHand: handType=QUADS {Tc Jc Jd Jh Js}], isPlo=false]
[Hour=97843, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=97844, Hand=[PokerHand: handType=QUADS {Jc Qc Qh Qd Qs} (flopped=false)], isPlo=true]
[Hour=97845, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Tc Td Ts}], isPlo=false]
[Hour=97846, Hand=[PokerHand: handType=QUADS {4s Ks Kc Kh Kd}], isPlo=false]
[Hour=97847, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=97848, Hand=[PokerHand: handType=QUADS {2d 2h 2c 2s 5h}], isPlo=false]
[Hour=97849, Hand=[PokerHand: handType=QUADS {Kc As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=97850, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Kd} (flopped=false)], isPlo=true]
[Hour=97851, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kc As Ad Ac}], isPlo=false]
[Hour=97852, Hand=[PokerHand: handType=QUADS {Kh Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=97853, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh As} (flopped=true)], isPlo=true]
[Hour=97854, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Ah} (flopped=false)], isPlo=true]
[Hour=97855, Hand=[PokerHand: handType=QUADS {Ts Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=97856, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h Kd} (flopped=false)], isPlo=true]
[Hour=97857, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=97858, Hand=[PokerHand: handType=QUADS {Tc Td Ts Th Ah}], isPlo=false]
[Hour=97859, Hand=[PokerHand: handType=QUADS {Qc Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=97860, Hand=[PokerHand: handType=QUADS {Jc Kc Kh Kd Ks} (flopped=true)], isPlo=true]
[Hour=97861, Hand=[PokerHand: handType=QUADS {Th Jd Jh Js Jc} (flopped=false)], isPlo=true]
[Hour=97862, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=97863, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=97864, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=97865, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=97866, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=97867, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s Ks Kd Kh}], isPlo=false]
[Hour=97868, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=97869, Hand=[PokerHand: handType=QUADS {Jd Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=97870, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c Ac} (flopped=false)], isPlo=true]
[Hour=97871, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=97872, Hand=[PokerHand: handType=QUADS {7c 7d 7s 7h Ks}], isPlo=false]
[Hour=97873, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Qd} (flopped=false)], isPlo=true]
[Hour=97874, Hand=[PokerHand: handType=QUADS {3c 7s 7c 7d 7h}], isPlo=false]
[Hour=97875, Hand=[PokerHand: handType=QUADS {8c 9s 9d 9c 9h} (flopped=false)], isPlo=true]
[Hour=97876, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=97877, Hand=[PokerHand: handType=QUADS {Js Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=97878, Hand=[PokerHand: handType=QUADS {3s Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=97879, Hand=[PokerHand: handType=QUADS {6c Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=97880, Hand=[PokerHand: handType=QUADS {Qc Qd Qs Qh Ac} (flopped=false)], isPlo=true]
[Hour=97881, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Kh} (flopped=false)], isPlo=true]
[Hour=97882, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=97883, Hand=[PokerHand: handType=QUADS {Qc As Ac Ad Ah} (flopped=true)], isPlo=true]
[Hour=97884, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=97885, Hand=[PokerHand: handType=QUADS {2s 2h 2c 2d Kd}], isPlo=false]
[Hour=97886, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=97887, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=97888, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=97889, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=97890, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=97891, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Qd Qh Qs}], isPlo=false]
[Hour=97892, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s Js Jd Jh}], isPlo=false]
[Hour=97893, Hand=[PokerHand: handType=QUADS {9d Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=97894, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=97895, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=97896, Hand=[PokerHand: handType=QUADS {Jh Ks Kd Kc Kh} (flopped=true)], isPlo=true]
[Hour=97897, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=97898, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c 9h} (flopped=false)], isPlo=true]
[Hour=97899, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=97900, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Qd} (flopped=false)], isPlo=true]
[Hour=97901, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Ad} (flopped=false)], isPlo=true]
[Hour=97902, Hand=[PokerHand: handType=QUADS {8c Ad Ac Ah As}], isPlo=false]
[Hour=97903, Hand=[PokerHand: handType=QUADS {5c 5h 5d 5s 7d}], isPlo=false]
[Hour=97904, Hand=[PokerHand: handType=QUADS {9c Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=97905, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=97906, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Jd} (flopped=false)], isPlo=true]
[Hour=97907, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc}], isPlo=false]
[Hour=97908, Hand=[PokerHand: handType=QUADS {Ks As Ac Ah Ad} (flopped=false)], isPlo=true]
[Hour=97909, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Ac Ah As}], isPlo=false]
[Hour=97910, Hand=[PokerHand: handType=QUADS {Th Td Tc Ts Qh}], isPlo=false]
[Hour=97911, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=97912, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=97913, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=97914, Hand=[PokerHand: handType=QUADS {Qs Qd Qh Qc As}], isPlo=false]
[Hour=97915, Hand=[PokerHand: handType=QUADS {8d Js Jc Jh Jd}], isPlo=false]
[Hour=97916, Hand=[PokerHand: handType=QUADS {Kc Ks Kd Kh As}], isPlo=false]
[Hour=97917, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Jd Js Jh}], isPlo=false]
[Hour=97918, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qs Kc Kh}], isPlo=false]
[Hour=97919, Hand=[PokerHand: handType=QUADS {Tc Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=97920, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=97921, Hand=[PokerHand: handType=QUADS {8h 8c 8s 8d Qc}], isPlo=false]
[Hour=97922, Hand=[PokerHand: handType=QUADS {Kc Ad As Ah Ac} (flopped=true)], isPlo=true]
[Hour=97923, Hand=[PokerHand: handType=QUADS {Ks Kd Kh Kc Ah} (flopped=true)], isPlo=true]
[Hour=97924, Hand=[PokerHand: handType=FULL_HOUSE {7h 7s Kc Kh Kd}], isPlo=false]
[Hour=97925, Hand=[PokerHand: handType=QUADS {Js As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=97926, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=97927, Hand=[PokerHand: handType=QUADS {8d Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=97928, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s}], isPlo=false]
[Hour=97929, Hand=[PokerHand: handType=QUADS {Ks Kd Kh Kc As} (flopped=false)], isPlo=true]
[Hour=97930, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Ac} (flopped=false)], isPlo=true]
[Hour=97931, Hand=[PokerHand: handType=QUADS {Kc Kd Kh Ks Ac} (flopped=false)], isPlo=true]
[Hour=97932, Hand=[PokerHand: handType=QUADS {Jh Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=97933, Hand=[PokerHand: handType=QUADS {Qh Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=97934, Hand=[PokerHand: handType=QUADS {Td Th Ts Tc Ah} (flopped=true)], isPlo=true]
[Hour=97935, Hand=[PokerHand: handType=QUADS {Td Jc Jd Jh Js} (flopped=false)], isPlo=true]
[Hour=97936, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=97937, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=97938, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=true)], isPlo=true]
[Hour=97939, Hand=[PokerHand: handType=QUADS {Jd Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=97940, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Jh} (flopped=false)], isPlo=true]
[Hour=97941, Hand=[PokerHand: handType=QUADS {7s 7c 7h 7d Ks} (flopped=false)], isPlo=true]
[Hour=97942, Hand=[PokerHand: handType=QUADS {2d Qh Qs Qd Qc}], isPlo=false]
[Hour=97943, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=97944, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h Kc Kh Ks}], isPlo=false]
[Hour=97945, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=97946, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c Qs} (flopped=false)], isPlo=true]
[Hour=97947, Hand=[PokerHand: handType=FULL_HOUSE {7h 7s Ks Kd Kh}], isPlo=false]
[Hour=97948, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh}], isPlo=false]
[Hour=97949, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=97950, Hand=[PokerHand: handType=QUADS {Qc Qd Qh Qs Ks} (flopped=false)], isPlo=true]
[Hour=97951, Hand=[PokerHand: handType=QUADS {Kc Ks Kd Kh Ad} (flopped=false)], isPlo=true]
[Hour=97952, Hand=[PokerHand: handType=FULL_HOUSE {7h 7d 7s Jh Jd}], isPlo=false]
[Hour=97953, Hand=[PokerHand: handType=QUADS {Kd Kc Ks Kh Ac} (flopped=false)], isPlo=true]
[Hour=97954, Hand=[PokerHand: handType=QUADS {Js Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=97955, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=97956, Hand=[PokerHand: handType=QUADS {8h 8c 8d 8s 9d} (flopped=false)], isPlo=true]
[Hour=97957, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Ac} (flopped=false)], isPlo=true]
[Hour=97958, Hand=[PokerHand: handType=QUADS {9s Js Jc Jd Jh}], isPlo=false]
[Hour=97959, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=97960, Hand=[PokerHand: handType=QUADS {9h Qd Qs Qc Qh} (flopped=false)], isPlo=true]
[Hour=97961, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts As} (flopped=false)], isPlo=true]
[Hour=97962, Hand=[PokerHand: handType=QUADS {4c 4s 4d 4h Qd}], isPlo=false]
[Hour=97963, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ah As Ad}], isPlo=false]
[Hour=97964, Hand=[PokerHand: handType=QUADS {Qh Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=97965, Hand=[PokerHand: handType=QUADS {3h Ad Ac Ah As}], isPlo=false]
[Hour=97966, Hand=[PokerHand: handType=QUADS {Th Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=97967, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Ad} (flopped=false)], isPlo=true]
[Hour=97968, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c}], isPlo=false]
[Hour=97969, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=97970, Hand=[PokerHand: handType=QUADS {Jc Jh Js Jd Ks} (flopped=true)], isPlo=true]
[Hour=97971, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c 3s 3h 3c}], isPlo=false]
[Hour=97972, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=97973, Hand=[PokerHand: handType=QUADS {2s Qh Qc Qd Qs}], isPlo=false]
[Hour=97974, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s Qc Qd Qh}], isPlo=false]
[Hour=97975, Hand=[PokerHand: handType=QUADS {3d 3s 3c 3h Qh}], isPlo=false]
[Hour=97976, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=97977, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=97978, Hand=[PokerHand: handType=QUADS {Jc Kh Ks Kd Kc} (flopped=true)], isPlo=true]
[Hour=97979, Hand=[PokerHand: handType=QUADS {Js Kd Ks Kc Kh} (flopped=false)], isPlo=true]
[Hour=97980, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=97981, Hand=[PokerHand: handType=QUADS {9c Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=97982, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h Kd Kc Kh}], isPlo=false]
[Hour=97983, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h Qs} (flopped=false)], isPlo=true]
[Hour=97984, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=97985, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=97986, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd Ks Kh Kd}], isPlo=false]
[Hour=97987, Hand=[PokerHand: handType=QUADS {7d Kc Kh Ks Kd} (flopped=false)], isPlo=true]
[Hour=97988, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=97989, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ah}], isPlo=false]
[Hour=97990, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h Qc Qs Qh}], isPlo=false]
[Hour=97991, Hand=[PokerHand: handType=QUADS {Kd Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=97992, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=97993, Hand=[PokerHand: handType=FULL_HOUSE {Tc Th Kh Ks Kc}], isPlo=false]
[Hour=97994, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c As Ah Ac}], isPlo=false]
[Hour=97995, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=97996, Hand=[PokerHand: handType=QUADS {Qs Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=97997, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=97998, Hand=[PokerHand: handType=QUADS {Jc Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=97999, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Ac}], isPlo=false]
[Hour=98000, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=98001, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js Kc Kd Kh}], isPlo=false]
[Hour=98002, Hand=[PokerHand: handType=QUADS {Jh Jc Js Jd Kc} (flopped=false)], isPlo=true]
[Hour=98003, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Kd} (flopped=false)], isPlo=true]
[Hour=98004, Hand=[PokerHand: handType=QUADS {5h Jc Jh Js Jd} (flopped=false)], isPlo=true]
[Hour=98005, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=true)], isPlo=true]
[Hour=98006, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Ah} (flopped=true)], isPlo=true]
[Hour=98007, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=98008, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=98009, Hand=[PokerHand: handType=QUADS {8h Qs Qc Qh Qd}], isPlo=false]
[Hour=98010, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=98011, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=98012, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd As} (flopped=false)], isPlo=true]
[Hour=98013, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Qs}], isPlo=false]
[Hour=98014, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc Ah} (flopped=false)], isPlo=true]
[Hour=98015, Hand=[PokerHand: handType=QUADS {7s 7d 7c 7h As}], isPlo=false]
[Hour=98016, Hand=[PokerHand: handType=QUADS {6d 8s 8h 8d 8c} (flopped=false)], isPlo=true]
[Hour=98017, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd As} (flopped=false)], isPlo=true]
[Hour=98018, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=98019, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh}], isPlo=false]
[Hour=98020, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h As Ac Ad}], isPlo=false]
[Hour=98021, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d}], isPlo=false]
[Hour=98022, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Qc} (flopped=false)], isPlo=true]
[Hour=98023, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=98024, Hand=[PokerHand: handType=QUADS {2s 2c 2d 2h 6s}], isPlo=false]
[Hour=98025, Hand=[PokerHand: handType=QUADS {8s Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=98026, Hand=[PokerHand: handType=QUADS {7c 7d 7s 7h Qh}], isPlo=false]
[Hour=98027, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Kc} (flopped=false)], isPlo=true]
[Hour=98028, Hand=[PokerHand: handType=QUADS {Qh Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=98029, Hand=[PokerHand: handType=QUADS {Qs Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=98030, Hand=[PokerHand: handType=QUADS {9h 9s 9d 9c Qd} (flopped=false)], isPlo=true]
[Hour=98031, Hand=[PokerHand: handType=QUADS {8d Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=98032, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc Kd} (flopped=false)], isPlo=true]
[Hour=98033, Hand=[PokerHand: handType=QUADS {Kc Kd Kh Ks Ac} (flopped=false)], isPlo=true]
[Hour=98034, Hand=[PokerHand: handType=QUADS {5s 5d 5c 5h Kc}], isPlo=false]
[Hour=98035, Hand=[PokerHand: handType=QUADS {6c Qd Qh Qc Qs}], isPlo=false]
[Hour=98036, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qh Kh Kc Kd}], isPlo=false]
[Hour=98037, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=98038, Hand=[PokerHand: handType=QUADS {Jd As Ad Ac Ah}], isPlo=false]
[Hour=98039, Hand=[PokerHand: handType=QUADS {5c 9s 9h 9d 9c} (flopped=false)], isPlo=true]
[Hour=98040, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=true)], isPlo=true]
[Hour=98041, Hand=[PokerHand: handType=QUADS {Jd Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=98042, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=98043, Hand=[PokerHand: handType=QUADS {Kh Ks Kd Kc Ac} (flopped=false)], isPlo=true]
[Hour=98044, Hand=[PokerHand: handType=FULL_HOUSE {2h 2s Kc Kd Kh}], isPlo=false]
[Hour=98045, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Ah} (flopped=true)], isPlo=true]
[Hour=98046, Hand=[PokerHand: handType=QUADS {Tc Ac Ah As Ad} (flopped=false)], isPlo=true]
